remote-sensing inversion	DierssenImageDiffuse
9	6
Comments: 
02/14/17	12:30:30
Image	debug\gail_15bands_7cm_jun222016_utmz33_reg_clip_new_badpixsmsk_bil_quac_spatialsubset20cm.hdr
Transect	C:\Users\kubota\Documents\MATLAB\bathymetry\exe\BathymetryImageDierssen_gail_15bands_7cm_jun222016_utmz33_reg_clip_new_badpixsmsk_bil_quac_spatialsubset20cm.txt
Params	Default
Alpha	0.01
NIter	5
Width/Height	5
X	Y	RRS555	RRS670	Depth	T	
1092	1002	1454.55	2458.43	0.15314	9.33515	
1093	1002	1426.76	2492.62	0.146665	8.01269	
1094	1002	1406.91	2511.25	0.1426	7.34671	
1095	1002	1378.57	2526.88	0.137704	7.93666	
1096	1002	1361.79	2533.36	0.135038	7.56832	
1097	1002	1351.51	2538.87	0.133308	7.36229	
1098	1002	1348.62	2552.23	0.13201	7.38738	
1099	1002	1366.09	2556.32	0.133994	7.53867	
1000	1003	1471.33	2598.12	0.144627	7.93058	
1001	1003	1459.66	2598.5	0.143097	7.95947	
1002	1003	1453.06	2592.95	0.142648	7.97239	
1003	1003	1441.16	2585.64	0.141639	7.92716	
1004	1003	1439.16	2575.88	0.142085	8.0659	
1005	1003	1435.41	2566.4	0.142288	8.01953	
1006	1003	1419.65	2563.99	0.140411	7.40296	
1007	1003	1415.48	2575.65	0.139036	7.50788	
1008	1003	1417.32	2579.64	0.13899	7.84809	
1009	1003	1419.42	2592.12	0.138379	7.95263	
1010	1003	1412.92	2600.09	0.136988	7.49267	
1011	1003	1425.26	2604.97	0.138226	7.69262	
1012	1003	1436.81	2611.72	0.139228	7.9264	
1013	1003	1464.26	2619.64	0.142168	7.95187	
1014	1003	1481.5	2630.29	0.143604	7.74926	
1015	1003	1494.89	2630.92	0.145262	7.42691	
1016	1003	1484.79	2614.78	0.145142	8.01801	
1017	1003	1467.58	2601.89	0.143869	7.39802	
1018	1003	1443.05	2602.6	0.140671	7.44288	
1019	1003	1435.03	2591.18	0.140453	7.41475	
1020	1003	1437.04	2593.31	0.14056	7.94921	
1021	1003	1446.11	2611.58	0.140426	7.68996	
1022	1003	1456.56	2622.03	0.141018	7.44668	
1023	1003	1457.65	2622.73	0.141107	7.37065	
1024	1003	1469.13	2628.06	0.14219	7.42919	
1025	1003	1470.56	2631.91	0.142098	7.77397	
1026	1003	1462.12	2613.36	0.142344	7.41665	
1027	1003	1446.49	2606.49	0.140835	7.77815	
1028	1003	1434.65	2609.13	0.139134	7.42387	
1029	1003	1419.47	2609.2	0.137192	7.45314	
1030	1003	1405.83	2606.75	0.135622	7.83707	
1031	1003	1417.86	2629.03	0.135625	7.36913	
1032	1003	1427.18	2624.97	0.137082	7.4558	
1033	1003	1431.86	2614.69	0.138389	7.38624	
1034	1003	1437.63	2587.35	0.141061	7.76256	
1035	1003	1440.74	2566.09	0.143004	7.41513	
1036	1003	1439.34	2514.86	0.146647	7.44554	
1037	1003	1436.01	2461.62	0.150347	7.93552	
1038	1003	1424.49	2400.94	0.153694	7.50332	
1039	1003	1418.57	2352.56	0.156961	8.37039	
1040	1003	1411.89	2283.31	0.162158	7.93894	
1041	1003	1387.31	2218.41	0.164536	7.52917	
1042	1003	1359.4	2129.15	0.168988	7.95909	
1043	1003	1335.38	2037.86	0.174717	7.91081	
1044	1003	1299.56	1913.4	0.182892	7.36571	
1045	1003	1258.95	1796.33	0.190323	7.48621	
1046	1003	1213.83	1664.03	0.200175	7.35355	
1047	1003	1172.32	1551.28	0.209249	7.34252	
1048	1003	1111.66	1428.29	0.217081	7.43984	
1049	1003	1058.71	1314.84	0.226417	7.43718	
1050	1003	1014.23	1224.52	0.234446	7.86558	
1051	1003	1000.27	1170.26	0.243676	7.40334	
1052	1003	1013.76	1139.06	0.255988	7.693	
1053	1003	1045.2	1140	0.26538	7.71581	
1054	1003	1094.55	1156.42	0.275764	7.97924	
1055	1003	1133.18	1162.58	0.285651	8.08035	
1056	1003	1144.76	1145.63	0.294255	7.37598	
1057	1003	1147.68	1111.86	0.30582	7.42387	
1058	1003	1128.12	1075.55	0.311667	7.43908	
1059	1003	1105.96	1038.28	0.317388	7.5227	
1060	1003	1096.34	1001.26	0.327836	7.3813	
1061	1003	1081.55	971.685	0.334187	7.43642	
1062	1003	1066.7	951.692	0.336916	7.45352	
1063	1003	1060.79	933.972	0.342157	7.37902	
1064	1003	1054.99	928.46	0.342328	7.48925	
1065	1003	1052.97	925.645	0.342776	7.49457	
1066	1003	1063.09	929.499	0.344939	7.60291	
1067	1003	1075.54	920.804	0.353468	7.41931	
1068	1003	1101.22	914.495	0.36613	7.64092	
1069	1003	1128.41	912.443	0.377508	7.5744	
1070	1003	1152.82	909.866	0.388113	7.77587	
1071	1003	1172.7	901.767	0.399789	7.44554	
1072	1003	1187.02	912.59	0.399884	7.92222	
1073	1003	1193.53	919.541	0.398924	7.54285	
1074	1003	1187.29	922.805	0.39496	7.43451	
1075	1003	1185.41	932.659	0.389506	7.30831	
1076	1003	1202.55	972.086	0.377644	7.45276	
1077	1003	1233.26	1012.34	0.371045	7.45352	
1078	1003	1261.12	1077.42	0.354328	7.38662	
1079	1003	1299.6	1132.99	0.346109	7.43375	
1080	1003	1321.23	1196.94	0.33095	7.7504	
1081	1003	1318.42	1252.69	0.312928	7.41741	
1082	1003	1313.29	1339.82	0.287574	7.34937	
1083	1003	1321.98	1437.36	0.26639	7.48469	
1084	1003	1332.18	1593.4	0.23716	7.63864	
1085	1003	1363.49	1750.11	0.217349	7.35507	
1086	1003	1422.33	1931.48	0.202572	8.21225	
1087	1003	1465.49	2079.69	0.191638	7.89941	
1088	1003	1487	2188.28	0.183009	7.94731	
1089	1003	1488.33	2282.55	0.173613	7.69338	
1090	1003	1484.45	2358.92	0.16587	7.96479	
1091	1003	1462.91	2419.51	0.157516	7.9188	
1092	1003	1442.11	2468.55	0.150628	7.48013	
1093	1003	1418.47	2509.33	0.144284	8.00204	
1094	1003	1398.9	2526.6	0.140404	7.93362	
1095	1003	1369.62	2544.39	0.135286	8.05564	
1096	1003	1356.49	2554.57	0.132871	7.96631	
1097	1003	1348.04	2554.63	0.13177	7.95111	
1098	1003	1344.72	2563.05	0.130769	7.48279	
1099	1003	1349.37	2553.16	0.132043	7.83517	
1000	1004	1475.06	2610.71	0.144191	7.42121	
1001	1004	1464.22	2605.06	0.143209	7.42007	
1002	1004	1452.03	2599.89	0.142016	7.38814	
1003	1004	1441.29	2597.07	0.140837	7.44326	
1004	1004	1439.91	2589.61	0.141193	7.43071	
1005	1004	1435.33	2582.55	0.141109	7.41703	
1006	1004	1414.68	2576.14	0.138897	7.44326	
1007	1004	1404.75	2577	0.137553	7.40448	
1008	1004	1405.85	2570.48	0.138156	7.34442	
1009	1004	1409.52	2578.36	0.138073	7.4463	
1010	1004	1407.67	2579.9	0.137726	8.01497	
1011	1004	1421.22	2583.96	0.139187	7.3794	
1012	1004	1439.15	2596.35	0.140614	7.41437	
1013	1004	1469.09	2604.5	0.143874	7.58733	
1014	1004	1474.47	2612.43	0.143991	7.66411	
1015	1004	1480.97	2614.59	0.144668	7.34899	
1016	1004	1471.45	2608.34	0.1439	7.52232	
1017	1004	1460.07	2604.39	0.142724	7.44364	
1018	1004	1450.06	2616.62	0.140572	7.72417	
1019	1004	1446.99	2614.32	0.140344	7.40639	
1020	1004	1449.49	2614.43	0.140655	7.5208	
1021	1004	1456.31	2623.69	0.140869	7.38396	
1022	1004	1453.61	2623.77	0.14052	7.42273	
1023	1004	1444.57	2605.51	0.140659	7.69148	
1024	1004	1442.91	2596.77	0.141067	7.57212	
1025	1004	1434.35	2596.31	0.14	7.38054	
1026	1004	1423.16	2579.75	0.139736	7.34366	
1027	1004	1415.21	2575.09	0.139041	7.49457	
1028	1004	1412.38	2584.3	0.138023	7.44098	
1029	1004	1410.93	2590.81	0.13738	7.34252	
1030	1004	1416.47	2604.57	0.137131	7.41133	
1031	1004	1432.91	2621.64	0.13804	8.11	
1032	1004	1440.1	2616.87	0.139286	7.54589	
1033	1004	1446.76	2606.91	0.140839	7.97049	
1034	1004	1449.93	2575.55	0.143508	7.44212	
1035	1004	1444.82	2539.64	0.145498	7.4444	
1036	1004	1437.32	2486.71	0.148547	7.34747	
1037	1004	1426.78	2422.83	0.152208	7.99558	
1038	1004	1412.63	2350.35	0.1563	7.34671	
1039	1004	1404.66	2295.96	0.159938	7.96859	
1040	1004	1399.61	2222.6	0.166013	8.03321	
1041	1004	1375.57	2148.52	0.169591	7.43489	
1042	1004	1350.95	2061.05	0.17478	7.35241	
1043	1004	1327.41	1964.86	0.181654	7.57288	
1044	1004	1287.18	1831.92	0.19094	7.37521	
1045	1004	1240.47	1706.82	0.199251	7.90207	
1046	1004	1186.21	1566.68	0.209747	7.48811	
1047	1004	1143.61	1455.61	0.219628	7.58999	
1048	1004	1081.83	1340.16	0.227128	7.59569	
1049	1004	1037.18	1243.65	0.236434	7.47633	
1050	1004	998.217	1165.3	0.244329	7.56718	
1051	1004	990.758	1130.34	0.251277	7.93514	
1052	1004	1005.91	1108.52	0.262086	8.00584	
1053	1004	1051.22	1111.26	0.275579	7.3296	
1054	1004	1102.35	1128.88	0.286276	7.67894	
1055	1004	1138.03	1138.77	0.294293	7.75116	
1056	1004	1153.13	1122.86	0.303977	7.92792	
1057	1004	1152.83	1091.47	0.314241	7.55007	
1058	1004	1129.57	1056.68	0.318722	7.55844	
1059	1004	1105.18	1018.29	0.324458	7.49381	
1060	1004	1096.21	985.111	0.334089	7.34709	
1061	1004	1077.39	963.006	0.336191	7.51928	
1062	1004	1064.74	947.21	0.338052	7.44326	
1063	1004	1057.78	938.593	0.33907	7.35735	
1064	1004	1055.37	939.364	0.337847	7.44554	
1065	1004	1054.73	944.891	0.335302	7.36837	
1066	1004	1065.86	949.802	0.337388	7.47975	
1067	1004	1078.08	942.375	0.34504	7.50294	
1068	1004	1102.36	933.973	0.357759	7.66563	
1069	1004	1126.77	927.248	0.369977	7.64625	
1070	1004	1146.44	918.826	0.381368	7.58657	
1071	1004	1163.68	909.211	0.392606	7.46835	
1072	1004	1177.32	919.641	0.392719	7.81008	
1073	1004	1188.38	928.104	0.392802	7.50028	
1074	1004	1189.77	933.509	0.390733	7.45656	
1075	1004	1191.83	947.873	0.384742	7.8614	
1076	1004	1221.32	992.024	0.375565	7.5687	
1077	1004	1252.57	1035.77	0.367926	7.44212	
1078	1004	1279	1105.56	0.349551	7.33644	
1079	1004	1308.66	1164.49	0.337956	7.9378	
1080	1004	1323.2	1231.81	0.320549	7.96403	
1081	1004	1313.49	1289.83	0.300955	7.36685	
1082	1004	1316.31	1388.95	0.276186	7.4539	
1083	1004	1331.25	1503.49	0.254396	7.58542	
